part_id_cylinder_bottom,part_id_piston_rod,assembly_rework,assembly_pressure,saw_weight,mill_surface_roughness,mill_parallelism,mill_groove_depth,mill_groove_diameter,lathe_coaxiality,lathe_diameter,lathe_length,saw_anomaly,mill_anomaly,saw_weight_qcpass,mill_surface_roughness_qcpass,mill_parallelism_qcpass,mill_groove_depth_qcpass,mill_groove_diameter_qcpass,lathe_coaxiality_qcpass,lathe_diameter_qcpass,lathe_length_qcpass,assembly_pressure_qcpass,saw_weight_missing,lathe_coaxiality_missing,lathe_diameter_missing,lathe_length_missing,saw_anomaly_missing,mill_anomaly_missing,fail
112804,204001,n,11296.167,0.598032075,1.655,0.04,0.782,-0.0315,23.6,-0.003,163.671,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
109403,204002,n,12908.667,0.595481504,2.232,0.0455,0.78,-0.0355,11.8,-0.002,163.678,0.0,0.0,True,True,True,True,True,True,True,True,False,0,0,0,0,0,0,0
113103,204003,n,6959.0,0.592043127,2.049,0.0615,0.788,-0.032,38.4,-0.01,163.691,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113502,204004,n,13427.0,0.592595965,1.923,0.0405,0.8,-0.0305,18.0,-0.0035,163.665,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114503,204101,n,13206.333,0.585264,1.729,0.0435,0.783,-0.0325,49.8,-0.0025,163.674,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113603,204102,n,13426.0,0.587408798,2.056,0.037,0.791,-0.033,63.9,-0.0015,163.739,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
113904,204103,n,13221.833,0.593835005,2.112,0.0415,0.791,-0.0265,71.6,-0.007,163.707,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
114101,204104,n,13271.5,0.590087446,2.035,0.039,0.776,-0.024,46.6,-0.0065,163.685,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115304,204202,n,13223.5,0.586354957,2.154,0.0335,0.785,-0.0245,23.2,-0.0045,163.668,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113302,204203,n,12604.833,0.592189357,2.302,0.033,0.783,-0.0295,13.1,-0.0035,163.668,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113403,204204,n,12664.333,0.594776982,2.116,0.0365,0.787,-0.0325,30.8,-0.0055,163.669,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113701,204301,n,13228.0,0.590824226,2.175,0.039,0.811,-0.028,46.0,-0.006,163.666,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114102,204302,n,13085.833,0.588640419,2.073,0.0295,0.784,-0.026,32.5,-0.0065,163.712,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110502,204303,n,12896.667,0.586965952,1.763,0.0505,0.806,-0.031,46.6,-0.0065,163.732,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115204,204304,n,13124.333,0.580424794,1.947,0.035,0.794,-0.02,55.5,-0.006,163.653,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
113503,204401,n,13302.667,0.592207986,2.177,0.0375,0.782,-0.031,40.0,-0.0055,163.66,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115403,204402,n,12893.333,0.586491785,1.736,0.034,0.774,-0.0285,18.8,-0.004,163.74,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115301,204403,n,12912.833,0.586955569,1.974,0.048,0.785,-0.024,16.5,-0.0065,163.663,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113804,204404,n,12531.833,0.590465464,2.289,0.0525,0.798,-0.024,17.0,-0.005,163.681,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114103,204501,n,12777.167,0.589325524,2.041,0.026,0.783,-0.026,43.0,0.0085,163.669,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113903,204502,n,12952.333,0.588362828,2.122,0.0405,0.784,-0.0255,13.3,0.0075,163.736,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115002,204503,n,12620.0,0.581399355,1.93,0.029,0.793,-0.0245,37.1,0.0045,163.711,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115401,204504,n,12759.833,0.583265069,2.083,0.0395,0.784,-0.0235,21.4,0.004,163.658,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113901,204601,n,13051.833,0.584885461,2.076,0.052,0.786,-0.0265,20.0,0.009,163.659,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113802,204602,n,13209.5,0.590327865,2.078,0.0385,0.797,-0.029,59.2,0.003,163.633,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
121203,204603,n,12934.167,0.598365483,2.041,0.0245,0.786,-0.0265,18.0,-0.0015,163.672,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
122801,204604,n,12812.167,0.587679384,1.966,0.042,0.775,-0.026,36.5,-0.0025,163.681,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113604,204702,n,12370.833,0.590710502,2.087,0.0505,0.788,-0.0305,23.9,-0.0075,163.639,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114604,204703,n,12450.667,0.589673167,2.167,0.0365,0.796,-0.0285,19.6,-0.0085,163.638,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
111904,204704,n,10867.833,0.586052123,2.202,0.0475,0.788,-0.029,47.4,-0.0015,163.686,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115103,204801,n,13353.333,0.586757041,2.008,0.031,0.798,-0.023,23.1,-0.002,163.643,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115303,204802,n,13006.5,0.586723239,2.122,0.022,0.786,-0.0265,27.9,0.0,163.637,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121602,204803,n,12746.333,0.592550216,1.953,0.025,0.788,-0.0265,25.1,-0.0095,163.639,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110404,204804,n,12152.667,0.585696555,1.119,0.057,0.792,-0.038,45.8,-0.0045,163.647,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115302,204901,n,13000.0,0.587052459,1.797,0.0385,0.782,-0.027,55.6,0.0015,163.64,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
113702,204903,n,13243.333,0.592103595,2.17,0.041,0.805,-0.03,66.6,-0.0005,163.636,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
115402,204904,n,13380.833,0.587132647,2.104,0.0345,0.779,-0.025,66.6,0.002,163.644,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
114703,205001,n,12750.167,0.585855335,1.992,0.036,0.785,-0.0265,5.6,0.0,163.669,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115101,205002,n,12028.167,0.578737558,1.976,0.045,0.784,-0.0295,46.7,-0.002,163.639,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115102,205003,n,13102.167,0.576813144,2.066,0.031,0.798,-0.0245,15.9,-0.0025,163.648,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113803,205004,n,13142.0,0.588648162,2.084,0.029,0.772,-0.0255,34.6,-0.0025,163.632,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
122401,205101,n,13269.0,0.588376436,2.272,0.036,0.776,-0.034,35.3,0.001,163.634,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114302,205102,n,13404.833,0.590670854,2.068,0.031,0.79,-0.0255,34.8,-0.0005,163.659,0.0,0.0,True,True,True,True,True,,,,True,0,1,1,1,0,0,0
121403,205103,n,13034.0,0.6000664,2.037,0.0275,0.786,-0.0285,30.7,-0.0065,163.702,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119701,205201,n,12702.5,0.581067161,1.807,0.05,0.788,-0.027,17.8,0.0,163.692,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121501,205202,n,13106.333,0.592250471,1.989,0.039,0.78,-0.0255,21.1,-0.0005,163.673,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119402,205203,n,12806.333,0.579963254,2.059,0.034,0.781,-0.0285,22.0,-0.0095,163.668,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121302,205204,n,13147.167,0.601158753,1.874,0.026,0.778,-0.023,44.0,-0.0075,163.646,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121402,205301,n,13300.333,0.603161794,2.055,0.0295,0.787,-0.026,17.9,0.0005,163.657,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119401,205303,n,12454.5,0.580914793,2.073,0.026,0.784,-0.027,37.0,-0.006,163.651,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121003,205304,n,13212.167,0.596953269,1.939,0.0435,0.789,-0.0295,34.3,-0.0105,163.652,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120604,205401,n,12503.333,0.601656935,2.078,0.03,0.78,-0.036,29.4,0.0055,163.636,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115203,205402,n,12729.5,0.586565673,2.147,0.032,0.782,-0.0255,54.1,-0.0045,163.636,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
120603,205403,n,12786.333,0.609152397,2.102,0.0275,0.78,-0.035,53.8,-0.004,163.742,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
121002,205404,n,12958.667,0.597033289,1.761,0.03,0.824,-0.025,45.1,-0.008,163.695,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121301,205501,n,13088.167,0.600275642,1.909,0.023,0.783,-0.028,48.3,-0.0045,163.692,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114204,205502,n,12884.333,0.591093389,2.109,0.029,0.787,-0.0265,37.5,-0.008,163.658,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119802,205503,n,12235.0,0.577739904,1.789,0.032,0.781,-0.0285,62.2,-0.0115,163.646,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
114201,205504,n,12609.833,0.590621669,2.022,0.028,0.786,-0.027,35.4,-0.0095,163.701,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113902,205602,n,12926.0,0.591027991,2.096,0.031,0.781,-0.024,40.1,-0.0115,163.734,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121102,205603,n,12915.833,0.596995526,1.854,0.0355,0.789,-0.027,46.3,-0.0095,163.646,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115004,205604,n,11184.833,0.584886932,2.027,0.041,0.797,-0.0295,20.2,-0.011,163.656,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121603,205701,n,13095.5,0.590095568,2.256,0.036,0.78,-0.026,30.6,-0.0015,163.649,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114004,205702,n,12223.167,0.588540942,1.943,0.03,0.791,-0.0265,35.3,-0.003,163.655,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114304,205703,n,12517.667,0.599510122,2.077,0.0255,0.79,-0.0285,39.2,-0.0095,163.645,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
110501,205704,n,12971.167,0.584967763,1.756,0.052,0.812,-0.0295,58.2,-0.0125,163.646,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
122701,205801,n,13270.667,0.586689637,2.042,0.042,0.782,-0.0255,66.4,0.0,163.698,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
114401,205802,n,12938.167,0.59364416,2.095,0.025,0.784,-0.028,31.5,-0.0115,163.743,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121604,205803,n,12856.833,0.593285069,2.187,0.0205,0.788,-0.026,20.1,-0.012,163.69,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113801,205804,n,13131.667,0.591237895,2.14,0.0645,0.792,-0.0265,36.7,-0.0135,163.644,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114202,205901,n,12271.333,0.58951278,2.245,0.034,0.79,-0.027,41.8,-0.005,163.623,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114303,205902,n,12987.667,0.594404626,2.19,0.034,0.786,-0.027,46.0,-0.021,163.676,0.0,0.0,True,True,True,True,True,True,False,True,True,0,0,0,0,0,0,0
119302,205903,n,13105.167,0.580404624,2.018,0.0365,0.785,-0.026,12.7,-0.014,163.653,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
113501,205904,n,13131.5,0.586433119,2.046,0.038,0.794,-0.031,49.2,-0.0175,163.639,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
103903,206002,n,12768.833,0.559422161,1.84,0.022,0.801,-0.0385,41.5,-0.01,163.62,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114301,206004,n,12535.0,0.589325853,2.023,0.028,0.789,-0.026,22.2,-0.0135,163.61,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120901,206102,n,13225.667,0.602574173,1.917,0.029,0.775,-0.0335,64.4,0.0065,163.61,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
120101,206103,n,13145.833,0.576796672,1.816,0.0395,0.78,-0.034,41.7,-0.008,163.62,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120401,206104,n,13029.0,0.573650024,2.106,0.0355,0.783,-0.0345,33.0,-0.007,163.616,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
118903,206201,n,12867.333,0.584831622,1.724,0.0355,0.784,-0.0415,33.4,0.0085,163.609,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119602,206202,n,13021.5,0.582385182,1.777,0.032,0.805,-0.027,9.26,-0.0035,163.613,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120703,206203,n,12296.0,0.602281159,2.629,0.0405,0.775,-0.035,13.6,-0.007,163.628,0.0,0.0,True,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121802,206204,n,12618.5,0.591732639,1.908,0.0325,0.783,-0.034,17.8,-0.012,163.612,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
118902,206301,n,12508.5,0.583555683,1.799,0.0815,0.818,-0.037,12.5,0.0,163.645,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119601,206302,n,12337.0,0.578883495,1.753,0.03,0.776,-0.026,37.7,-0.004,163.617,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120601,206303,n,12242.333,0.57301066,2.157,0.05,0.779,-0.036,15.7,-0.0115,163.614,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121601,206304,n,13215.667,0.592443494,2.019,0.035,0.784,-0.0235,47.7,-0.0155,163.608,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121502,206401,n,12518.667,0.592554127,2.462,0.0245,0.775,-0.0355,22.5,0.0015,163.62,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120702,206402,n,12198.833,0.602420742,1.835,0.04,0.777,-0.033,28.8,-0.002,163.622,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
118501,206403,n,13000.0,0.576777783,1.436,0.0355,0.772,-0.0385,24.1,-0.0065,163.637,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121202,206404,n,13287.5,0.59805451,2.137,0.033,0.786,-0.03,35.6,-0.0075,163.673,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120602,206501,n,12816.0,0.572248485,2.47,0.0365,0.779,-0.0355,71.3,0.0045,163.719,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
118901,206502,n,12813.167,0.583988028,2.112,0.0465,0.776,-0.0345,31.5,-0.003,163.687,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
118603,206503,n,12967.0,0.588987762,1.596,0.044,0.773,-0.036,44.1,-0.0035,163.629,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
122001,206504,n,12527.0,0.591065211,2.077,0.0235,0.776,-0.0355,45.9,-0.008,163.609,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120201,206602,n,12829.667,0.577877637,2.471,0.033,0.781,-0.03,41.7,0.002,163.607,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121304,206603,n,12121.333,0.599688672,1.147,0.04,0.079,-0.0405,67.6,-0.0075,163.608,0.0,0.0,True,True,True,False,True,False,True,True,True,0,0,0,0,0,0,0
114104,206604,n,12381.667,0.589760113,1.923,0.036,0.784,-0.027,25.5,-0.011,163.623,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121701,206701,n,12303.333,0.592961687,1.926,0.0275,0.783,-0.035,62.8,0.004,163.479,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
121404,206702,n,13374.5,0.593546638,2.007,0.0305,0.786,-0.025,14.3,-0.0025,163.622,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
122301,206703,n,13088.5,0.586996564,1.831,0.034,0.782,-0.022,49.8,-0.0035,163.612,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114002,206704,n,13411.0,0.588860155,2.142,0.0385,0.784,-0.026,13.2,-0.01,163.601,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121201,206801,n,13234.667,0.598647577,2.148,0.026,0.786,-0.027,24.1,-0.005,163.612,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119301,206802,n,13373.333,0.583489949,1.888,0.035,0.784,-0.024,6.54,-0.005,163.646,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121204,206803,n,13101.0,0.599057699,2.112,0.0375,0.787,-0.0315,20.6,-0.0125,163.613,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114003,206804,n,13308.333,0.591738135,2.152,0.021,0.785,-0.026,25.1,-0.001,163.603,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121801,206901,n,13116.167,0.58955721,2.142,0.0335,0.779,-0.034,65.0,-0.003,163.619,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
121401,206902,n,12848.5,0.600130415,2.036,0.03,0.781,-0.0235,30.9,-0.0045,163.611,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115202,206903,n,12637.833,0.585561616,1.965,0.0365,0.784,-0.0265,23.9,-0.008,163.626,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121303,206904,n,13337.167,0.600119875,2.009,0.0285,0.784,-0.0245,55.9,-0.007,163.692,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
122201,207001,n,12816.0,0.588692793,1.926,0.037,0.789,-0.026,22.5,0.002,163.644,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
114203,207002,n,12212.667,0.590468313,2.028,0.031,0.785,-0.025,9.83,-0.007,163.653,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
122501,207003,n,13297.5,0.58721054,2.212,0.037,0.787,-0.0265,46.5,-0.0005,163.62,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
115201,207004,n,12928.5,0.588200859,2.176,0.0235,0.773,-0.024,22.8,0.003,163.62,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121104,207101,n,13081.5,0.597455955,2.099,0.044,0.777,-0.0325,47.4,-0.0105,163.643,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121103,207103,n,12825.167,0.598181833,1.824,0.0225,0.789,-0.0265,64.3,0.0005,163.622,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
118804,207201,n,12697.167,0.586590293,1.759,0.0525,0.766,-0.036,57.6,-0.001,163.63,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
118904,207202,n,12933.167,0.583598595,2.291,0.0285,0.778,-0.037,40.3,-0.001,163.617,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120903,207203,n,13099.0,0.601823962,2.345,0.025,0.778,-0.034,44.8,-0.001,163.646,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121504,207204,n,13119.0,0.592433308,2.503,0.03,0.781,-0.0355,50.2,-0.0075,163.632,0.0,0.0,True,False,True,True,True,False,True,True,True,0,0,0,0,0,0,0
118803,207301,n,12901.0,0.586902478,1.796,0.078,0.806,-0.0315,21.4,-0.002,163.625,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120502,207303,n,11098.0,0.574369579,2.593,0.045,0.784,-0.032,40.3,-0.011,163.624,0.0,0.0,True,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121001,207401,n,12597.333,0.600467081,1.724,0.0395,0.783,-0.0265,12.7,0.001,163.618,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
118604,207403,n,12566.833,0.578061072,1.654,0.0455,0.764,-0.037,41.2,0.0015,163.615,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
118502,207502,n,12902.667,0.576125011,1.668,0.044,0.775,-0.037,47.8,-0.0015,163.633,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119702,207503,n,12929.833,0.58067444,1.728,0.0355,0.81,-0.0255,50.1,-0.0015,163.66,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
119502,207504,n,13015.667,0.576435323,1.833,0.024,0.787,-0.023,31.6,-0.001,163.625,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120501,207601,n,12713.667,0.556478522,2.641,0.0285,0.777,-0.036,38.7,0.002,163.626,0.0,0.0,True,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121101,207602,n,13008.167,0.596286669,1.697,0.0275,0.801,-0.028,24.3,-0.002,163.673,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120701,207603,n,12381.333,0.601669988,2.072,0.033,0.777,-0.034,5.73,-0.0025,163.615,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120001,207701,n,12511.333,0.577715853,2.349,0.037,0.777,-0.0345,38.2,0.0045,163.63,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119501,207702,n,12203.333,0.580388284,1.869,0.0385,0.787,-0.028,35.7,-0.005,163.656,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121901,207703,n,12867.333,0.591495317,2.268,0.0385,0.785,-0.034,32.7,-0.0055,163.614,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120803,207704,n,12439.5,0.604411922,2.238,0.0285,0.776,-0.036,33.8,0.0015,163.623,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119203,207801,n,12784.5,0.582587967,1.452,0.0425,0.775,-0.0375,48.9,0.0005,163.608,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120504,207802,n,12551.667,0.574609312,2.618,0.025,0.783,-0.0295,39.2,-0.003,163.617,0.0,0.0,True,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0
118801,207803,n,12979.333,0.590942513,1.651,0.067,0.805,-0.036,45.9,-0.008,163.615,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
122101,207804,n,12148.167,0.589876524,1.848,0.029,0.78,-0.0255,34.2,-0.005,163.621,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
118602,207901,n,12720.0,0.578797189,2.019,0.0495,0.773,-0.036,20.4,0.008,163.633,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120802,207902,n,11773.0,0.6035426,2.326,0.0345,0.776,-0.036,24.9,0.0015,163.627,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
123301,207903,n,11655.167,0.541827074,6.394,0.094,0.772,-0.0455,29.6,-0.0015,163.633,1.0,1.0,True,False,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120904,207904,n,12560.833,0.59842666,2.217,0.036,0.782,-0.0335,19.6,0.0005,163.615,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
123002,208001,n,11748.0,0.541805357,6.509,0.349,0.792,-0.05,37.5,0.011,163.622,1.0,1.0,True,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0
123303,208003,n,12372.333,0.543916763,6.035,0.117,0.795,-0.046,36.9,0.008,163.61,1.0,1.0,True,False,False,True,True,True,True,True,True,0,0,0,0,0,0,0
121702,208004,n,12808.333,0.592603667,1.964,0.05,0.78,-0.0355,17.3,0.0105,163.674,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
119102,208101,n,12471.5,0.581277263,1.549,0.0705,0.758,-0.0345,56.8,0.013,163.615,0.0,0.0,True,True,True,True,True,False,True,True,True,0,0,0,0,0,0,0
118702,208103,n,12669.333,0.585954476,1.494,0.0365,0.778,-0.0325,36.7,-0.004,163.658,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120804,208201,n,12590.0,0.600220477,2.16,0.0265,0.779,-0.0365,45.4,-0.0025,163.617,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120902,208202,n,12826.667,0.600012842,2.28,0.036,0.775,-0.033,40.9,-0.006,163.676,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
121004,208203,n,12981.667,0.598127117,2.48,0.074,0.78,-0.035,46.5,-0.0105,163.612,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
120801,208204,n,12284.5,0.599695126,2.259,0.047,0.776,-0.03,23.4,0.002,163.624,0.0,0.0,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0
